respondent_id,seasonal_vaccine,xyz_vaccine
34403,0.460712293,0.10906222
34404,0.856771151,0.018703659
34405,0.119241395,0.024692188
34406,0.877741015,0.766029129
34407,0.665045475,0.489916756
34408,0.397710405,0.080197231
34409,0.551687465,0.046315536
34410,0.83194787,0.140315487
34411,0.107748269,0.082934264
34412,0.410095642,0.175924993
34413,0.096085854,0
34414,0.931610766,0.832336448
34415,0.272779642,0.087921836
34416,0.233600093,0.154321121
34417,0.599985565,0.136003408
34418,0.464243833,0.127429152
34419,0.30870753,0.101557768
34420,0.223232413,0.06191942
34421,0.753270092,0.316193415
34422,0.093330728,0
34423,0.324807995,0.167330227
34424,0.937390058,0.091142154
34425,0.007462511,0.036160031
34426,0.022494945,0.019115128
34427,0.808862487,0.729908703
34428,0.371378579,0.112752313
34429,0.350073763,0.075616942
34430,0.387477911,0.563750468
34431,0.749949096,0.026228803
34432,0.154690427,0.07006004
34433,0.805231455,0.402071428
34434,0.831427079,0.6803379
34435,0.762662713,0.423928344
34436,0.933148546,0.236110513
34437,0.0163136,0.015055994
34438,0.468401576,0.114496007
34439,0.113448104,0.047100553
34440,0.333052812,0.165152304
34441,0.12991787,0.030475553
34442,0.518599021,0.037359819
34443,0.113662338,0.060570938
34444,0.303506552,0.080902202
34445,0,0.016320573
34446,0.022900879,0.010846223
34447,0.717317738,0.101145335
34448,0.057823781,0.055084375
34449,0.292946493,0.058738893
34450,0.786666529,0.461019841
34451,0.306607026,0.121276422
34452,0.711178193,0.639051626
34453,0.632281919,0.188933038
34454,0.312894914,0.150684834
34455,0.27434472,0.308780278
34456,0.469656549,0.105640577
34457,0.809357051,0.501297007
34458,0.611286898,0.037969936
34459,0.509619088,0.110281976
34460,0.330885735,0.425511423
34461,0.125855882,0.163810099
34462,0.159552648,0.037965565
34463,0.748353581,0.366235219
34464,0.14511144,0.059941985
34465,0.052522387,0.007314554
34466,0.083356919,0.032462046
34467,0.87935238,0.403350677
34468,0.92354174,0.657701758
34469,0.273241383,0.303558024
34470,0.939388713,0.66303403
34471,0.088573818,0.059265162
34472,0.96759732,0.731991761
34473,0.288755222,0.044500696
34474,0.756033884,0.01874236
34475,0.138269848,0.041514964
34476,0.929812506,0.256436177
34477,0.261567832,0.254755265
34478,0.668928606,0.110186191
34479,0.028713049,0.027881351
34480,0.21323793,0.079926805
34481,0.675901934,0.242487102
34482,0.561190109,0.339368026
34483,0.698112832,0.394744277
34484,0.170585816,0.060575985
34485,0.765687166,0.238367103
34486,0.248626504,0.097408914
34487,0.092419975,0.064201968
34488,0.720057343,0.103385645
34489,0.124906346,0.034527902
34490,0.863849024,0.15486241
34491,0.602649135,0.047531254
34492,0.146094938,0.079706142
34493,0.519200936,0.062783429
34494,0.768812228,0.205515082
34495,0.423665688,0.111061315
34496,0.334851724,0.227576364
34497,0.648460554,0.550924714
34498,0.177326073,0.063596117
34499,0.611763043,0.169349317
34500,0.668624078,0.04411595
34501,0.882397683,0.412110264
34502,0.162438414,0.098817461
34503,0.196624776,0.095815178
34504,0.260907205,0.104119844
34505,0.103218242,0.062564665
34506,0.078626702,0.021294796
34507,0.045138963,0.031222104
34508,0.82220096,0.100577405
34509,0.343412832,0.338574155
34510,0.800962462,0.020374205
34511,0.074407138,0.042653895
34512,0.426339957,0.060482237
34513,0.928347802,0.306605674
34514,0.762136068,0.060589327
34515,0.199486867,0.06289303
34516,0.704815431,0.136488401
34517,0.232850412,0.09328791
34518,0.325278224,0.01114097
34519,0.284667213,0.055739914
34520,0.457507508,0.11735291
34521,0.71897319,0.357316675
34522,0.842044411,0.352136039
34523,0.181883725,0.064742351
34524,0.916057496,0.297479572
34525,0.074184716,0.058978322
34526,0.117934276,0.507289701
34527,0.223969264,0.04089062
34528,0.018909036,0.290468159
34529,0.673343562,0.277016752
34530,0.457487695,0.147314332
34531,0.336719822,0.058108307
34532,0.087769535,0.042814265
34533,0.949077909,0.10859398
34534,0.201697151,0.062292427
34535,0.213726651,0.119800946
34536,0.820539689,0.051594891
34537,0.302657333,0.036663069
34538,0.604579042,0.287315774
34539,0.233219334,0.055746066
34540,0.774443529,0.027486718
34541,0.594287487,0.296277871
34542,0.566875684,0.584240274
34543,0.356508245,0.084116193
34544,0.12132132,0.045450201
34545,0.927940322,0.471800199
34546,0.379256299,0.192868882
34547,0.769401392,0.145571938
34548,0.446119741,0.09878158
34549,0.202908343,0.100914656
34550,0.484154702,0.043470662
34551,0.75432299,0.380564835
34552,0.031497049,0.063766732
34553,0.866979157,0.748022188
34554,0.162629138,0.186160369
34555,0.083058917,0.078414106
34556,0.485322918,0.068543142
34557,0.577706134,0.330854549
34558,0.785248048,0.317283403
34559,0.045558565,0.018619421
34560,0.184282832,0.085563056
34561,0.163926551,0.089798658
34562,0.076397357,0.041368448
34563,0.202954331,0.010798513
34564,0.954260472,0.180428743
34565,0.383817029,0.27971304
34566,0.907654685,0.08658071
34567,0.125567866,0.110511564
34568,0.132043609,0.070996594
34569,0.564337812,0.150578242
34570,0.634213084,0.299435026
34571,0.869306962,0.693042086
34572,0.61910451,0.244785284
34573,0.219253516,0.071606807
34574,0.250290494,0.081597863
34575,0.546182016,0.160339203
34576,0.338966202,0.307736543
34577,1,0.450732704
34578,0.839981357,0.354821118
34579,0.432125321,0.265165737
34580,0.04303937,0.022764173
34581,0.018295317,0.008201624
34582,0.462674942,0.192751396
34583,0.910880242,0.090726427
34584,0.402369295,0.178514494
34585,0.036046089,0.01817179
34586,0.052297106,0
34587,0.783970168,0.368889598
34588,0.606460275,0.159865991
34589,0.907737829,0.440711768
34590,0.894023496,0.692471157
34591,0.122444808,0.062052097
34592,0.907448094,0.203201826
34593,0.289466049,0.352613815
34594,0.075706912,0.151056565
34595,0.307352588,0.143669098
34596,0.688303107,0.582431811
34597,0.38687174,0.200208563
34598,0.121427597,0.08183847
34599,0.756447897,0.479494382
34600,0.746249271,0.39782212
34601,0.401401184,0.157546277
34602,0.222929997,0.112859242
34603,0.072596578,0.067926189
34604,0.531959236,0.099843125
34605,0.417135362,0.123909237
34606,0.172262887,0.093143081
34607,0.763801175,0.240067899
34608,0.863798938,0.370043782
34609,0.229674944,0
34610,0.023048285,0.013350578
34611,0.073550544,0.033616352
34612,0.043446978,0.093599524
34613,0.130998951,0.095376772
34614,0.851831093,0.604581805
34615,0.152581735,0.065019798
34616,0.606321574,0.333455507
34617,0.013479579,0.012421043
34618,0.640192839,0.153550458
34619,0.085006775,0.047664499
34620,0.730322994,0.54849634
34621,0.645665452,0.221799734
34622,0.268110646,0.095853061
34623,0.975645771,0.92241028
34624,0.381592515,0.344359567
34625,0.780915812,0.589612018
34626,0.728862249,0.485116711
34627,0.008496648,0.055989768
34628,0.867095736,0.145657629
34629,0.019528309,0
34630,0.172997816,0.033900032
34631,0.883811275,0.032712356
34632,0.115348555,0.049867695
34633,0.335919721,0.216823747
34634,0.49649835,0.081547403
34635,0.223914721,0.08434704
34636,0.590284749,0.643199664
34637,0.221021624,0.083257235
34638,0.751556838,0.613997493
34639,0.105880376,0.071269893
34640,0.470500302,0.104188974
34641,0.128684666,0.154199548
34642,0.740194826,0.025071991
34643,0.935344166,0.80890135
34644,0.461578511,0.166553578
34645,0.217101621,0.077908198
34646,0.464774601,0.193282055
34647,0.523464974,0.868303707
34648,0.378427073,0.104020389
34649,0.090319114,0.01400685
34650,0.589362164,0.434614137
34651,0.482394773,0.750417373
34652,0.269360805,0.124309978
34653,0.866826459,0.640418072
34654,0.654833774,0.317538082
34655,0.250401301,0.14875455
34656,0.311031978,0.118587255
34657,0.887199098,0.447951138
34658,0.796433247,0.099013987
34659,0.308163725,0.136903827
34660,0.649546503,0.115580486
34661,0.385069062,0.036727751
34662,0.565102303,0.273852324
34663,0.620363166,0.408393308
34664,0.822377493,0.25963416
34665,0.075773915,0.03856015
34666,0.219647193,0.099665016
34667,0.134735916,0.034790078
34668,0.857519917,0.182609079
34669,0.293271313,0.079772426
34670,0.811980392,0.66062817
34671,0.902593673,0.083145207
34672,0.703493947,0.119050166
34673,0.665386624,0.444022682
34674,0.125419842,0.095058832
34675,0.950504323,0.791626928
34676,0.875626765,0.575757423
34677,0.350339719,0.157873368
34678,0.970067506,0.130753138
34679,0.668660703,0.436044424
34680,0.761332183,0.341328284
34681,0.016215239,0.00836721
34682,0.613728745,0.816090629
34683,0.784288293,0.357873665
34684,0.104709752,0.085180202
34685,0.385239365,0.119123993
34686,0.281087472,0.052000035
34687,0.73312223,0.442066913
34688,0.503294699,0.028136165
34689,0.293079365,0.636709319
34690,0.687989745,0.662057408
34691,0.545641565,0.078156639
34692,0.872486641,0.699920421
34693,0.047324547,0.070404293
34694,0.444234895,0.093773799
34695,0.187019891,0.01332727
34696,0.950065037,0.101695384
34697,0.182842193,0.097624373
34698,0.319642644,0.458644604
34699,0.287590431,0.030266226
34700,0.266951726,0.168148344
34701,0.33295151,0.061465748
34702,0.256038789,0.045602993
34703,0.024235597,0.031043169
34704,0.598647471,0.047419429
34705,0.952979966,0.28741876
34706,0.716781445,0.240778829
34707,0.056871237,0.015916284
34708,0.233367206,0.057356086
34709,0.082324181,0.022617897
34710,0.015185476,0.022767048
34711,0.94987372,0.850787577
34712,0.679547379,0.329988804
34713,0.073290517,0.026149652
34714,0.066186795,0.120123654
34715,0.138059994,0.026677859
34716,0.755231079,0.407567303
34717,0.375187254,0.023686894
34718,0.203475555,0.093359059
34719,0.731932909,0.027926608
34720,0.452243421,0.214854315
34721,0.144758812,0.033286903
34722,0.103692562,0.102481505
34723,0.063533978,0.107117784
34724,0.657238105,0.669422088
34725,0.908464396,0.436230537
34726,0.122352897,0.07379939
34727,0.948274974,0.061894796
34728,0.635322029,0.06890669
34729,0.835310806,0.689603891
34730,0.123094044,0.078384503
34731,0.083864519,0.063658639
34732,0.12553388,0.03984131
34733,0.923379595,0.133669436
34734,0.703749762,0.306233478
34735,0.877523004,0.08780939
34736,0.955463757,0.013227019
34737,0.315955789,0.123231409
34738,0.052758321,0.013552114
34739,0.015685825,0.017771873
34740,0.460006757,0.035288983
34741,0.293903005,0.043144361
34742,0.682079685,0.113354071
34743,0.192101095,0.06865452
34744,0.30367815,0.128271159
34745,0.447796824,0.019215033
34746,0.258702087,0.068116278
34747,0.214540952,0.144620197
34748,0.766331146,0.584673724
34749,0.126493425,0.062930275
34750,0.742629774,0.070876496
34751,0.734778362,0.523072687
34752,0.861425141,0.438429337
34753,0.93185642,0.471192151
34754,0.186458513,0.019192839
34755,0.910694937,0.548103018
34756,0.490078079,0.663485598
34757,0.602524884,0.158684851
34758,0.502859413,0.103956032
34759,0.340263009,0.11694411
34760,0.591974488,0.777114519
34761,0.047988696,0.026206064
34762,0.898926347,0.24177202
34763,0.66410702,0.436379374
34764,0.061009452,0.017117648
34765,0.369481765,0.163761637
34766,0.971282896,0.496559063
34767,0.456813925,0.173934076
34768,0.686144935,0.52959812
34769,0.666522528,0.095771928
34770,0.548240467,0.072150624
34771,0.914825719,0.177095836
34772,0.467760577,0.34900509
34773,0.801904281,0.260842629
34774,0.791983858,0.440761411
34775,0.235208096,0.102383167
34776,0.150151847,0.196688244
34777,0.117016166,0.015579834
34778,0.57201633,0.569478579
34779,0.377511554,0.211413727
34780,0.174497816,0.176288436
34781,0.935798236,0.144806375
34782,0.009141893,0.054377559
34783,0.468291773,0.085349707
34784,0.154230698,0.082298226
34785,0.241173711,0.10285269
34786,0.800087211,0.865452422
34787,0.490754602,0.045049145
34788,0.9320978,0.416804406
34789,0.798675368,0.01380355
34790,0.710822923,0.671422694
34791,0.127422195,0.040649813
34792,0.167814805,0.102690563
34793,0.632352844,0.556341028
34794,0.180502265,0.001448104
34795,0.344684347,0.137339903
34796,0.958228336,0.187123418
34797,0.212575748,0.077054892
34798,0.933611661,0.439657394
34799,0.800529342,0.528198451
34800,0.45782925,0.059957884
34801,0.345049496,0.133876064
34802,0.185204155,0.171434516
34803,0.782023882,0.338954455
34804,0.801428972,0.509163449
34805,0.194033385,0.111987704
34806,0.628148497,0.161623337
34807,0.780544986,0.305923312
34808,0.296188833,0.358108582
34809,0.124083377,0.261101794
34810,0.525683081,0.516164549
34811,0.816791381,0.04033026
34812,0.447176313,0.152244124
34813,0.104405865,0.016413176
34814,0.276217578,0.025192592
34815,0.516813415,0.376820185
34816,0.294726336,0.061499561
34817,0.044642776,0.038532927
34818,0.525516712,0.073173721
34819,0.143134609,0.037731334
34820,0.211049792,0.142093882
34821,0.043197106,0
34822,0.315266528,0.072746688
34823,0.139052997,0.143769659
34824,0.159858451,0.099383311
34825,0.221407369,0.127875415
34826,0.148230776,0.068286759
34827,0.778511753,0.229269324
34828,0.080637878,0.041991588
34829,0.745930797,0.468945865
34830,0.824247387,0.663996584
34831,0.650608415,0.124433694
34832,0.376644675,0.10928916
34833,0.099293626,0.073492213
34834,0.208925126,0.161663605
34835,0.583574212,0.062188768
34836,0.795204717,0.038736726
34837,0.446761013,0.171751844
34838,0.063728224,0.037514271
34839,0.538974915,0.177300569
34840,0.653899054,0.084534513
34841,0.137924957,0.088558532
34842,0.036173706,0.011177987
34843,0.252916607,0.107746461
34844,0.900698807,0.231862498
34845,0.200454728,0.073146039
34846,0.534212621,0.139764874
34847,0.904230093,0.539304262
34848,0.22033374,0.03754193
34849,0.976866065,0.275676306
34850,0.178871731,0.531008699
34851,0.495631204,0.08910993
34852,0.495593666,0.069432802
34853,0.267369766,0.1176428
34854,0.589688065,0.074473051
34855,0.563850716,0.178987859
34856,0.704729803,0.476198464
34857,0.026145301,0.011937236
34858,0.345329887,0.154038087
34859,0.415590406,0.110060674
34860,0.864676181,0.715143557
34861,0.493873876,0.061410998
34862,0.044459393,0.176069506
34863,0.024171726,0.044937176
34864,0.938693014,0.873065404
34865,0.874370071,0.536686856
34866,0.96120646,0.885556871
34867,0.05723984,0.075318522
34868,0.672705683,0.670830598
34869,0.675941663,0.132593816
34870,0.156195757,0.014113062
34871,0.125152925,0.003317385
34872,0.807501503,0.449798142
34873,0.19122503,0.093871068
34874,0.502137769,0.270172438
34875,0.749941944,0.516440691
34876,0.841275589,0.312393167
34877,0.672440342,0.224107186
34878,0.930677436,0.098370923
34879,0.222230136,0.082343558
34880,0.271187641,0.16278071
34881,0.901090991,0.56355512
34882,0.110673051,0.059844013
34883,0.237760104,0.073731598
34884,0.204844667,0.066142006
34885,0.946633928,0.809718644
34886,0.842451559,0.475364857
34887,0.132961871,0.082942966
34888,0.948277304,0.289857446
34889,0.018709703,0.428098915
34890,0.071143124,0.02796279
34891,0.041168312,0.016392238
34892,0.965444909,0.898274222
34893,0.336342727,0.131967815
34894,0.094939065,0.042302522
34895,0.92320877,0.736380268
34896,0.673349456,0.014129802
34897,0.878411982,0.820534289
34898,0.774527902,0.089640206
34899,0.944353542,0.707793754
34900,0.268302377,0.028454845
34901,0.129041136,0.04539879
34902,0.190352118,0.031162212
34903,0.197312895,0.095035503
34904,0.079623786,0.070579692
34905,0.237619029,0.095314579
34906,0.527673874,0.153813966
34907,0.134340259,0.048026663
34908,0.232546837,0.098669003
34909,0.196753878,0.074045231
34910,0.747951108,0.46685623
34911,0.325061125,0.905949824
34912,0.121402382,0.012616473
34913,0.207556472,0.273696222
34914,0.860779661,0.083107814
34915,0.154606539,0.055798303
34916,0.769704628,0.067754314
34917,0.945784224,0.313061653
34918,0.650143316,0.26713592
34919,0.596288171,0.335843971
34920,0.941489663,0.751186306
34921,0.744582157,0.32211844
34922,0.136300013,0.065526646
34923,0.40109686,0.106169068
34924,0.628336761,0.359367267
34925,0.018633046,0
34926,0.553784023,0.079407577
34927,0.863908827,0.128281787
34928,0.655411527,0.199816236
34929,0.701688652,0.0652891
34930,0.708346648,0.273968463
34931,0.530504974,0.052226466
34932,0.651581504,0.063835347
34933,0.397306282,0.18807782
34934,0.052931574,0.031331367
34935,0.761160318,0.132165982
34936,0.566275456,0.169181093
34937,0.062563268,0.03418768
34938,0.974999988,0.291535574
34939,0.361191781,0.139792693
34940,0.920765428,0.465753
34941,0.028170788,0.013862078
34942,0.659323119,0.705300635
34943,0.524452657,0.069571358
34944,0.092384985,0.143614069
34945,0.257263298,0.202914626
34946,0.328677231,0.291884841
34947,0.17186249,0.06410636
34948,0.075504466,0.24953907
34949,0.280090365,0.073391289
34950,0.277316864,0.075213543
34951,0.579709139,0.176322249
34952,0.913734079,0.121365669
34953,0.606314033,0.311100841
34954,1,0.622901446
34955,0.149813216,0.047491546
34956,0.845863541,0.809348912
34957,0.677363863,0.429672048
34958,0.741951604,0.151343516
34959,0.129133917,0.119903435
34960,0.791785348,0.07811477
34961,0.823240192,0.144576253
34962,0.846901798,0.633366798
34963,0.913902406,0.072588272
34964,0.074117907,0.039050221
34965,0.262914969,0.042130452
34966,0.191355773,0.020013058
34967,0.119136825,0.121018195
34968,0.301443477,0.121772671
34969,0.449089497,0.067359726
34970,0.282738837,0.047099185
34971,0.630088843,0.228305632
34972,0.36593723,0.091957882
34973,0.165258088,0.174613532
34974,0.807484687,0.531060917
34975,0.041724219,0.074930592
34976,0.21796069,0.039697741
34977,0.295416595,0.137290838
34978,0.591448855,0.12517452
34979,0.088563383,0.087045818
34980,0.874873467,0.837172475
34981,0.796152504,0.037227146
34982,0.892485282,0.747890043
34983,0.217871603,0.062984084
34984,0.758149661,0.464920309
34985,0.757122517,0.281307726
34986,0.367541764,0.450928449
34987,0.036961583,0.018749739
34988,0.337749779,0.141682699
34989,0.214579493,0.093937096
34990,0.733058554,0.08038037
34991,0.511203346,0.362741025
34992,0.96795861,0.215039789
34993,0.750926242,0.309249384
34994,0.93595602,0.310101326
34995,0.782770641,0.176194544
34996,0.97269929,0.823277815
34997,0.317226849,0.248254208
34998,0.555709367,0.594618219
34999,0.680734624,0.15537075
35000,0.640595485,0.028176635
35001,0.367230713,0.041779661
35002,0.770990633,0.10911493
35003,0.620629822,0.243863223
35004,0.086140729,0.05407497
35005,0.227650861,0.07888614
35006,0.703358978,0.193652627
35007,0.288139147,0.031168498
35008,0.441389988,0.146447316
35009,0.749045048,0.053993019
35010,0.337034605,0.12472984
35011,0.464325836,0.163024585
35012,0.772102664,0.761316398
35013,0.417415616,0.041211057
35014,0.094684772,0.049607183
35015,0.314369197,0.168839319
35016,0.163967067,0.030035532
35017,0.909688373,0.756202029
35018,0.055583016,0.008903339
35019,0.77329607,0.110950512
35020,0.928253809,0.778325896
35021,0.134075935,0.063932212
35022,0.160066421,0.011955173
35023,0.173086674,0.148270782
35024,0.142286485,0.24972154
35025,0.145984319,0.054784414
35026,0.177970534,0.055122903
35027,0.374901787,0.078487129
35028,0.866446185,0.395618556
35029,0.760797904,0.438133936
35030,0.56340375,0.350966129
35031,0.165618668,0.088926142
35032,0.61522442,0.263962473
35033,0.654404617,0.23443126
35034,0.283786667,0.052478738
35035,0.741882438,0.129084394
35036,0.320569494,0.127307367
35037,0.496606123,0.066158805
35038,0.119804585,0.098869015
35039,0.853380635,0.696889549
35040,0.03800644,0.112367194
35041,0.204847318,0.136566968
35042,0.23626038,0.064640053
35043,0.42395331,0.143246517
35044,0.129425215,0.040383156
35045,0.035624799,0.014635548
35046,0.955905195,0.928291175
35047,0.433804733,0.766832198
35048,0.518277296,0.13671652
35049,0.575034961,0.167981183
35050,0.043744206,0.040112218
35051,0.341744941,0.139862197
35052,0.221102653,0.069582587
35053,0.917055043,0.109220486
35054,0.112897669,0.075370192
35055,0.548244848,0.183218888
35056,0.069710637,0.065755627
35057,0.068690168,0.014542417
35058,0.27249579,0.397143969
35059,0.084834773,0.135437795
35060,0.103909567,0.062198477
35061,0.098736161,0.137792875
35062,0.859874457,0.199562568
35063,0.050048258,0.022770898
35064,0.224674483,0.123200015
35065,0.903220311,0.560828643
35066,0.336487393,0.094853168
35067,0.079802672,0.027564027
35068,0.473107691,0.115233162
35069,0.200099965,0.104119014
35070,0.61981911,0.395952894
35071,0.369615609,0.279747763
35072,0.784029454,0.465923884
35073,0.14228447,0.31794837
35074,0.214298571,0.618175695
35075,0.247432693,0.128153462
35076,0.38488258,0.152707364
35077,0.035461676,0
35078,0.28172326,0.221577092
35079,0.916474667,0.733551655
35080,0.523409238,0.239635454
35081,0.382115464,0.181872384
35082,0.03137318,0
35083,0.193035902,0.091042322
35084,0.872727946,0.539609863
35085,0.905595734,0.049204973
35086,0.111126385,0.069544468
35087,0.690952257,0.023940618
35088,0.98770181,0.274193121
35089,0.147745701,0.044031267
35090,0.910354571,0.410173593
35091,0.038613369,0.072161445
35092,0.577629305,0.15515503
35093,0.043397836,0.031060793
35094,0.504312528,0.093966832
35095,0.496041143,0.315854312
35096,0.899641271,0.022166816
35097,0.943307655,0.547773046
35098,0.609149573,0.255441338
35099,0.13306258,0.026558106
35100,0.936079654,0.374061389
35101,0.588243787,0.165149321
35102,0.175411469,0.025807702
35103,0.04569762,0.03981667
35104,0.934883313,0.077857222
35105,0.400335621,0.167515072
35106,0.485134742,0.06955548
35107,0.563593044,0.085290917
35108,0.433484629,0.079339824
35109,0.165306037,0.617406295
35110,0.309734356,0.329278154
35111,0.930273595,0.422785506
35112,0.856996501,0.117994809
35113,0.277573828,0.105732696
35114,0.992219895,0.856108452
35115,0.877217999,0.254705439
35116,0.046701038,0.022357098
35117,0.145792977,0.085862728
35118,0.88773597,0.18991782
35119,0.19827837,0.041485866
35120,0.061707217,0.04249935
35121,0.711953431,0.555190768
35122,0.021763347,0.02838739
35123,0.512490517,0.269573329
35124,0.687691248,0.119535232
35125,0.604964779,0.095902972
35126,0.303728119,0.143306934
35127,0.344774798,0.025196398
35128,0.821487821,0.082244419
35129,0.535987983,0.167968781
35130,0.13743734,0.069269057
35131,0.222284685,0.008788932
35132,0.898197691,0.545599334
35133,0.061793463,0.091666262
35134,0.702132222,0.355776696
35135,0.164236594,0.540647617
35136,0.851647372,0.432351288
35137,0.680411483,0.698043129
35138,0.091626837,0.061865219
35139,0.591881503,0.068533818
35140,0.506147643,0.092806896
35141,0.813834489,0.049774147
35142,0.171878079,0.017211199
35143,0.104676711,0.059432205
35144,0.203421761,0.10450632
35145,0.779507,0.098078923
35146,0.584506655,0.156848324
35147,0.056363995,0.014778815
35148,0.142479345,0.065906591
35149,0.443175333,0.072441379
35150,0.352040694,0.186114321
35151,0.897601905,0.12465354
35152,0.121727602,0.028811752
35153,0.369983941,0.032370265
35154,0.829278255,0.527843947
35155,0.846801078,0.004635077
35156,0.067103348,0.429002477
35157,0.48127579,0.186403126
35158,0.680285394,0.527436198
35159,0.110555719,0.045868696
35160,0.96164858,0.101348641
35161,0.063188081,0.018471755
35162,0.807581709,0.382269877
35163,0.553336149,0.109383677
35164,0.227590314,0.240569618
35165,0.322736869,0.192823352
35166,0.077057241,0.043296015
35167,0.166013853,0.032090298
35168,0.179446146,0.153404
35169,0.084976362,0.020967265
35170,0.492527261,0.131114939
35171,0.635783078,0.798935102
35172,0.29819807,0.122995096
35173,0.826286991,0.168283219
35174,0.270966212,0.035465118
35175,0.420515122,0.08077571
35176,0.460116138,0.08569117
35177,0.124991458,0.098588212
35178,0.13645004,0.048781279
35179,0.802880413,0.479500989
35180,0.875910788,0.215962043
35181,0.385404525,0.022724422
35182,0.074520013,0.046558747
35183,0.737663952,0.499162443
35184,0.074170627,0.006956145
35185,0.149547717,0.0803002
35186,0.970529919,0.184083016
35187,0.829283967,0.424160841
35188,0.72672546,0.737702585
35189,0.596533428,0.534766298
35190,0.121788001,0.070612346
35191,0.05369008,0.026144521
35192,0.423928608,0.035833093
35193,0.133784896,0.065162498
35194,0.042233242,0.012329054
35195,0.205550273,0.125163794
35196,0.527355266,0.239504988
35197,0.716405432,0.210403457
35198,0.5557371,0.172121466
35199,0.223575082,0.055448116
35200,0.932821274,0.170042787
35201,0.174713561,0.072264906
35202,0.889140689,0.054949251
35203,0.941519954,0.05210386
35204,0.560574643,0.160192209
35205,0.204993755,0.677594187
35206,0.800141187,0.445921519
35207,0.716429387,0.478518556
35208,0.087620447,0.090812201
35209,0.446391568,0.082651117
35210,0.901400487,0.305942905
35211,0.58838811,0.175910993
35212,0.692183058,0.595837685
35213,0.175751585,0.013914479
35214,0.157781656,0.076632527
35215,0.082691824,0.048108937
35216,0.627445739,0.049203607
35217,0.631588262,0.176579646
35218,0.874521671,0.447184618
35219,0.437779705,0.160947982
35220,0.090592859,0.00838053
35221,0.496447437,0.109523145
35222,0.178226926,0.06690547
35223,0.964989166,0.43322593
35224,0.076125152,0.036743054
35225,0.919148618,0.858833152
35226,0.16284592,0.071610541
35227,0.556391766,0.159677785
35228,0.132512473,0.298608851
35229,0.604167068,0.366719454
35230,0.133953477,0.078702297
35231,0.497682125,0.258845951
35232,0.289936492,0.218903219
35233,0.490652223,0.216108131
35234,0.03517967,0.084783245
35235,0.236617703,0.152877663
35236,0.010313667,0.001521374
35237,0.201258628,0.026633156
35238,0.988135342,0.31814791
35239,0.311054267,0.02705674
35240,0.953918168,0.052299276
35241,0.029150342,0.012865607
35242,0.038329311,0.009340618
35243,0.869359893,0.451533606
35244,0.276923045,0.187078214
35245,0.766119207,0.295889185
35246,0.331610221,0.071781427
35247,0.269693018,0.120015346
35248,0.476471185,0.646755205
35249,0.561012544,0.049499665
35250,0.25798018,0.149280816
35251,0.252308212,0.090093711
35252,0.167185826,0.041964719
35253,0.475657932,0.792432038
35254,0.532817562,0.146758542
35255,0.422714008,0.046168251
35256,0.368128798,0.085632684
35257,0.166849594,0.324919854
35258,0.155032914,0.088662468
35259,0.557877604,0.349276429
35260,0.911198409,0.827758181
35261,0.370727132,0.107642165
35262,0.53236914,0.339081909
35263,0.000521842,0.037011937
35264,0.35255722,0.140001411
35265,0.642683085,0.178118622
35266,0.920740484,0.769999434
35267,0.77277141,0.075002392
35268,0.145601829,0.479541356
35269,0,0.002012541
35270,0.191601751,0.740321254
35271,0.495313209,0.034042057
35272,0.837278618,0.889864454
35273,0.192823805,0.060954792
35274,0.160715325,0.40024965
35275,0.175912443,0.067678388
35276,0.686234688,0.367883417
35277,0.970828125,0.224795231
35278,0.130416602,0.021045405
35279,0.590757847,0.312463313
35280,0.763063717,0.053305109
35281,0.095067134,0.055924221
35282,0.253306763,0.13278129
35283,0.367366033,0.336045688
35284,0.232874202,0.658994879
35285,0.260622172,0.061875687
35286,0.652270055,0.464773425
35287,0.430134339,0.148257639
35288,0.948579677,0.15749739
35289,0.036531343,0.028044452
35290,0.148156866,0.098390301
35291,0.794591512,0.066951891
35292,0.315305418,0.054187009
35293,0.004379446,0.013818763
35294,0.912110857,0.743906774
35295,0.301975576,0.109149636
35296,0.19974245,0.085368321
35297,0.205093419,0.079922923
35298,0.27949787,0.154404544
35299,0.203700334,0.043375285
35300,0.354952812,0.041709967
35301,0.223398878,0.091202914
35302,0.381612217,0.071919391
35303,0.312476494,0.07976405
35304,0.959866796,0.426070747
35305,0.175422473,0.060407928
35306,0.031227245,0.023960181
35307,0.457572364,0.201749996
35308,0.495968142,0.052471891
35309,0.232263708,0.76959431
35310,0.700522137,0.023467111
35311,0.224849926,0.050723368
35312,0.242025983,0.090824293
35313,0.941011906,0.497732341
35314,0.222328261,0.176871846
35315,0.337966061,0.032616533
35316,0.561240675,0.276912981
35317,0.338602079,0.036157102
35318,0.221453466,0.147618264
35319,0.847988964,0.766808956
35320,0.714164015,0.11553647
35321,0,0.035916665
35322,0.12867019,0.047322299
35323,0.276043404,0.057903393
35324,0.966543755,0.820361254
35325,0.523965476,0.087475786
35326,0.924327447,0.866450341
35327,0.836568717,0.421416366
35328,0.345222065,0.209574391
35329,0.713489615,0.051317236
35330,0.444086194,0.177038279
35331,0.051625506,0.012800053
35332,0.382682431,0.236819879
35333,0.642578495,0.342750966
35334,0.126109588,0.0518652
35335,0.393623395,0.05964222
35336,0.306166399,0.314646631
35337,0.484973536,0.307521268
